License Issue Date	License Number	Animal's Name	Species	Primary Breed	Secondary Breed	ZIP Code
May 25 2021	S130830	Fenn	Dog	Border Collie	Spaniel, English Springer	98117
May 25 2021	8029039	Benny	Dog	Plott Hound	Mix	98109
May 25 2021	8029041	Scout	Dog	German Shepherd	Mixed Breed, Medium (up to 44 lbs fully grown)	98133
May 25 2021	8029045	Gus	Dog	Spaniel, English Springer		98199
May 25 2021	281108	Romeo	Dog	Australian Shepherd		98106
May 25 2021	275505	Brownnie	Dog	Beagle		98108
May 25 2021	8029048	Indy	Dog	Boxer	Mix	98115
May 25 2021	S156062	Louie	Dog	Chihuahua, Short Coat	Mix	98118
May 25 2021	S131646	Vito	Dog	Chihuahua, Short Coat		98118
May 25 2021	359736	Wrigley	Dog	Terrier		98126
May 25 2021	86250	Sweetness	Dog	Terrier		98126
May 25 2021	S156063	Wrigley	Dog	Terrier	Mix	98107
May 25 2021	S150169	Irwin	Dog	Retriever, Labrador	Mix	98103
May 25 2021	8029052	Enzo	Dog	Terrier	Chihuahua, Short Coat	98117
May 25 2021	S119781	Jared	Dog	Retriever, Golden	Retriever, Labrador	98105
May 25 2021	8029054	Sully	Dog	Retriever, Labrador		98107
May 25 2021	215877	Wilder	Dog	Terrier, Border		98144
May 25 2021	8029055	Miso	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98119
May 25 2021	S115644	Bartley	Dog	Retriever, Labrador		98103
May 25 2021	S128441	Rusty	Dog	Spaniel, Cavalier King Charles		98125
May 25 2021	215653	Fabio	Dog	Spaniel, English Cocker		98122
May 25 2021	8029058	Shiro	Dog	Shiba Inu		98115
May 25 2021	8029060	Riley	Dog	Terrier, Yorkshire	Mix	98102
May 25 2021	8029062	Sirius	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98144
May 25 2021	8029063	Pretzel	Dog	Schnauzer, Standard	Poodle, Standard	98109
May 25 2021	283257	Vito	Dog	Poodle, Standard		98118
May 25 2021	8007118	Kobie	Dog	Terrier, American Pit Bull	Mix	98115
May 25 2021	278807	Boomer	Dog	Terrier, Jack Russell		98118
May 26 2021	S129699	Freddy	Dog	Poodle, Miniature	Terrier, Fox, Toy	98136
May 26 2021	8007300	Mr Dog	Dog	Poodle, Toy	Poodle, Miniature	98004
May 26 2021	8007301	Badger	Dog	Border Collie		98004
May 26 2021	S130272	Pip	Dog	Border Collie	Dalmatian	98198
May 26 2021	8029071	"Leonard ""Leo"""	Dog	Border Collie		98103
May 26 2021	8029074	Mr.Mulberry	Dog	Great Pyrenees		98122
May 26 2021	S130623	Fletcher	Dog	Terrier, Rat		98115
May 26 2021	8029077	Cosmo	Dog	Terrier, Fox, Wire		98144
May 26 2021	8007891	Bruno	Dog	Bulldog, English		98133
May 26 2021	S139369	Sea-lo	Dog	Boxer		98119
May 26 2021	S156000	Tucker	Dog	Terrier, Russell	Chihuahua, Short Coat	98119
May 26 2021	8029080	Gryphon	Dog	Retriever, Labrador	Mixed Breed, Large (over 44 lbs fully grown)	98136
May 26 2021	8017190	Rascal	Dog	Border Collie	Mix	98136
May 26 2021	8029084	Tuna	Dog	Pug	Mix	98107
May 26 2021	360578	Iggy	Dog	Terrier	Mix	98117
May 26 2021	141582	Vinnie	Dog	Terrier, American Pit Bull	Mix	98103
May 26 2021	8017061	Jax	Dog	Boxer		98117
May 26 2021	216964	Jip	Dog	Chihuahua, Short Coat		98118
May 26 2021	8009824	Enzo	Dog	Terrier, American Pit Bull		98204
May 26 2021	S143747	Louis	Dog	Terrier, Yorkshire	Bichon Frise	98199
May 26 2021	8029092	Mouse	Dog	Australian Shepherd, Miniature	Mix	98126
May 26 2021	S135002	Leroy	Dog	Boxer		98199
May 26 2021	360528	Ivy	Dog	Chihuahua, Short Coat		98125
May 26 2021	S142859	Leo	Dog	Retriever, Golden		98115
May 26 2021	8029098	Sarge	Dog	German Shepherd		98177
May 26 2021	8029099	Bosco	Dog	Belgian Malinois	Mix	98122
May 26 2021	8029102	Kino	Dog	Welsh Corgi, Pembroke		98119
May 27 2021	8029103	Hank	Dog	Border Collie	Mix	98106
May 27 2021	8029104	Jimi	Dog	Shepherd	Border Collie	98112
May 27 2021	8029105	Harley	Dog	Australian Cattle Dog	Whippet	98106
May 27 2021	8029106	Sanford	Dog	Mix	Mix	98121
May 27 2021	8029108	Oliver	Dog	Pug		98136
May 27 2021	S142835	Arnie	Dog	Border Collie		98102
May 27 2021	8029113	Timber	Dog	Mix	Mix	
May 27 2021	8029115	Sam	Dog	Retriever, Labrador	Doberman Pinscher	98144
May 27 2021	8029116	Master Chief	Dog	Beagle	Mix	98101
May 27 2021	8029118	Jeremy	Dog	Beagle	Mix	98136
May 27 2021	8029120	Jupiter	Dog	Havanese	Havanese	98109
May 27 2021	8029121	Buddy	Dog	Retriever, Labrador	Shepherd	98106
May 27 2021	S156403	Appa	Dog	Terrier, American Pit Bull	Mix	98117
May 27 2021	8029125	Maple	Dog	Welsh Corgi, Pembroke		98103
May 27 2021	8029127	Sparky	Dog	Australian Shepherd	German Shepherd	98103
May 27 2021	8029128	Theo	Dog	Siberian Husky		98106
May 27 2021	S156405	Babu	Dog	Spaniel, Cavalier King Charles	Bichon Frise	98115
May 27 2021	S123341	Oliver	Dog	Retriever, Golden	Poodle, Standard	98118
May 27 2021	25401	Charlie	Dog	Spaniel, American Cocker	Poodle, Miniature	98125
May 27 2021	8029132	Red	Dog	Poodle, Standard		98115
May 27 2021	8029133	Bear	Dog	Poodle, Standard		98115
May 27 2021	216993	Hector	Dog	Shiba Inu		98177
May 27 2021	359973	Bailey	Dog	Retriever, Labrador		98177
May 27 2021	359856	Koda	Dog	Australian Shepherd		98117
May 27 2021	8018387	Charlie	Dog	Chihuahua, Short Coat	Mix	98107
May 27 2021	8029136	Albus	Dog	Welsh Corgi, Pembroke		98107
May 27 2021	S150437	Kuro	Dog	Retriever, Labrador	Mix	98126
May 28 2021	8029137	Charlie	Dog	Shih Tzu	Mix	98125
May 28 2021	8029138	Henri	Dog	Belgian Malinois	Belgian Malinois	98105
May 28 2021	8029140	Theo Bear	Dog	Poodle, Standard	Mix	98117
May 28 2021	214449	Jasper	Dog	Retriever, Labrador	Poodle, Standard	98122
May 28 2021	361448	Zero	Dog	Boxer		98112
May 28 2021	8017448	Oscar	Dog	Retriever, Nova Scotia Duck Tolling		98102
May 28 2021	8029143	Rocket	Dog	Schnauzer, Miniature	Poodle, Miniature	98116
May 28 2021	S129885	Jake Thomas	Dog	Retriever, Labrador	Siberian Husky	98136
May 28 2021	209198	Sindu	Dog	Lhasa Apso		98125
May 28 2021	280596	Bentley	Dog	Terrier, Soft Coated Wheaten		98136
May 28 2021	444541	Nemo	Dog	Spaniel, American Cocker	Poodle, Standard	98112
May 28 2021	S156295	Sug	Dog	Terrier	Mix	98118
May 28 2021	S156294	Scooby	Dog	Boxer	Mix	98118
May 28 2021	212210	Skidster	Dog	Poodle, Miniature		98117
May 28 2021	S129562	Lockett	Dog	Terrier, Yorkshire	Chihuahua, Short Coat	98121
May 28 2021	283892	Wilbur	Dog	Retriever, Labrador		98107
May 28 2021	8018002	Ozzy	Dog	Terrier, Yorkshire		98119
May 28 2021	210873	Jermaine	Dog	Maltese		98107
May 28 2021	8029150	Shep	Dog	Australian Shepherd	Border Collie	98109
May 28 2021	S125251	Max	Dog	Dachshund, Standard Smooth Haired	Chihuahua, Short Coat	98115
May 28 2021	8017389	Grumpet	Dog	Terrier, Boston		98133
May 28 2021	210781	Sammy	Dog	Terrier	Mix	98125
May 28 2021	279092	Chachi	Dog	Pomeranian	Mix	98107
May 28 2021	86343	Gabriel	Dog	Terrier, Cairn		98115
May 28 2021	8029155	Niku	Dog	Chihuahua, Short Coat	Pomeranian	98118
May 28 2021	8029156	Charloh	Dog	Australian Cattle Dog	Mix	98133
May 28 2021	8029158	Gus	Dog	Bulldog, French		98125
May 28 2021	284941	Ollie	Dog	Basenji	Mix	98105
May 28 2021	8029159	Kennedy	Dog	Miniature Pinscher	Chihuahua, Short Coat	98104
May 29 2021	284988	Pascal	Dog	Terrier, Rat	Mix	98117
May 29 2021	8029160	Remy	Dog	Pomeranian		98134
May 29 2021	8029163	Yukon	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98112
May 29 2021	8029164	Isco	Dog	Japanese Chin		98108
May 29 2021	8029165	Leo	Dog	Poodle, Miniature		98109
May 29 2021	8029166	Charlie	Dog	Terrier, Rat	Mix	98105
May 29 2021	8029167	Lucky	Dog	Retriever, Labrador	Mix	98126
May 29 2021	8029170	Frankie	Dog	Poodle, Miniature	American Eskimo	98133
May 29 2021	S144025	Chabibi	Dog	German Shepherd	Mix	98133
May 29 2021	8018209	Rufus	Dog	Alaskan Malamute	German Shepherd	98103
May 29 2021	283581	Cooper	Dog	Australian Shepherd		98115
May 29 2021	8029173	Cooper	Dog	Terrier, Border	Schnauzer, Standard	98116
May 29 2021	216823	Panda	Dog	Retriever, Labrador	Mix	98107
May 29 2021	8029174	Beau	Dog	Border Collie	Mix	98133
May 29 2021	8029179	Rocky	Dog	Terrier, Bull		98125
May 29 2021	S130044	Odie	Dog	Welsh Corgi, Cardigan	Chihuahua, Short Coat	98125
May 30 2021	283576	Rook	Dog	Shepherd	Australian Cattle Dog	98103
May 30 2021	8018377	Andy	Dog	Retriever, Golden		98103
May 30 2021	8029189	Ralph	Dog	Shih Tzu	Terrier, Yorkshire	98122
May 30 2021	8029190	Cooper	Dog	Retriever, Labrador	Poodle, Miniature	98122
May 30 2021	282025	Socks	Dog	Border Collie	Retriever, Labrador	98136
May 30 2021	S143523	Louis	Dog	Bulldog, French		98122
May 30 2021	281082	Corby	Dog	Spaniel, English Cocker		98115
May 30 2021	8029191	Kai	Dog	Retriever		98177
May 30 2021	8006896	Chunk	Dog	Border Collie	Australian Shepherd	98109
May 30 2021	8029194	Bash	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mastiff	98027
May 30 2021	8029199	Frito	Dog	Catahoula Leopard dog	Hound	98125
May 30 2021	214253	Dexter	Dog	Retriever, Labrador	Poodle, Standard	98126
May 30 2021	S156073	Chop	Dog	Terrier, American Pit Bull	Mix	98118
May 30 2021	8018206	Kona	Dog	Retriever, Labrador	Mix	98103
May 30 2021	8029200	Wells	Dog	Retriever, Labrador	Mix	98121
May 30 2021	142919	Finnley	Dog	Poodle, Toy	Maltese	98101
May 30 2021	S144219	Floyd	Dog	Retriever, Golden	Poodle, Standard	98101
May 30 2021	8017002	Charlie	Dog	Terrier, Yorkshire	Mix	98108
May 30 2021	8029202	Charlie	Dog	Terrier, Scottish		98146
May 31 2021	8029205	Frances Waldorf Soper	Dog	Welsh Corgi, Cardigan	Mix	98116
May 31 2021	8029207	Teddy	Dog	Shih Tzu	Mix	98104
May 31 2021	8029210	Tater Tot	Dog	Welsh Corgi, Pembroke		98115
May 31 2021	S143849	Toby	Dog	Beagle		98126
May 31 2021	S143850	Tucker	Dog	Beagle		98126
May 31 2021	8029213	Shinji	Dog	Dachshund, Miniature Long Haired		98133
May 31 2021	8029215	Max	Dog	Spaniel, English Cocker	Poodle, Toy	98122
May 31 2021	8018113	Banksy	Dog	Vizsla, Smooth Haired		98199
May 31 2021	8029220	Cooper	Dog	Bernese Mountain Dog	Poodle, Miniature	98112
May 31 2021	8029223	Enzo	Dog	Boxer		98121
May 31 2021	8029226	Oscar	Dog	Schnauzer, Miniature		98117
May 31 2021	S131214	Doug	Dog	Retriever, Golden	Poodle, Standard	98119
May 31 2021	8029228	Quinn	Dog	Retriever, Golden		98115
May 31 2021	359923	Chico	Dog	Terrier, Cairn		98144
May 31 2021	8008036	Finn	Dog	German Shepherd	Mix	98103
June 01 2021	8029232	Tucker	Dog	Shetland Sheepdog	Mix	98125
June 01 2021	275651	Kashi	Dog	Shiba Inu		98125
June 01 2021	8029233	Wilson Elster	Dog	Shih Tzu	Mix	98105
June 01 2021	8029234	Angus	Dog	Australian Shepherd, Miniature	Terrier, American Staffordshire	98117
June 01 2021	8029239	Nash	Dog	Retriever, Labrador	Catahoula Leopard dog	98106
June 01 2021	8021026	Berkley	Dog	Terrier, Scottish		98122
June 01 2021	8029240	Wellington	Dog	Havanese		98115
June 01 2021	8029241	Ryder	Dog	Retriever, Golden		98116
June 01 2021	8029242	Arthur Garth	Dog	Australian Cattle Dog	Mix	98122
June 01 2021	8029244	Jiggins	Dog	Chihuahua, Long Coat	Mix	98122
June 01 2021	8029247	Zip	Dog	Poodle, Miniature		98117
June 01 2021	8007248	ELWAY HUBBARD	Dog	Retriever	Mixed Breed, Large (over 44 lbs fully grown)	98074
June 01 2021	8029249	Arlo	Dog	Terrier	Maltese	98126
June 01 2021	8029250	August	Dog	Korean Jindo		98112
June 01 2021	S156523	Simba	Dog	Retriever, Golden		98101
June 01 2021	8029253	Fin	Dog	Retriever, Flat-Coated	Border Collie	98109
June 01 2021	S156525	Aster	Dog	Chihuahua, Short Coat	Terrier, Jack Russell	98155
June 01 2021	8029260	Gibbs	Dog	Border Collie		98126
June 01 2021	8029261	Bill	Dog	American Blue Heeler		99166
June 01 2021	8029264	Otto	Dog	Poodle, Standard	Mix	98109
June 01 2021	8018112	Jackson	Dog	American Blue Heeler	Mixed Breed, Large (over 44 lbs fully grown)	98177
June 01 2021	8029265	Max	Dog	Chihuahua, Short Coat	Dachshund, Miniature Smooth Haired	98117
June 02 2021	8017292	August (Augie)	Dog	Dachshund, Standard Smooth Haired	Chihuahua, Short Coat	98109
June 02 2021	8029270	Toby	Dog	Retriever, Labrador		98136
June 02 2021	8029271	Sammy	Dog	Retriever, Golden		98136
June 02 2021	8029276	Henry	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98122
June 02 2021	8029277	Sunny	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98125
June 02 2021	8029278	Toro	Dog	Bulldog, French		98101
June 02 2021	S156527	Copper	Dog	Beagle	Mix	98106
June 02 2021	8029280	Mister Parker	Dog	Poodle, Standard	Retriever, Golden	98105
June 02 2021	S130787	Rufus	Dog	Mix		98115
June 02 2021	8029281	Rum	Dog	Samoyed		98125
June 02 2021	8029282	Whiskey	Dog	Samoyed		98125
June 02 2021	8008404	Pomchi	Dog	Chihuahua, Long Coat	Pomeranian	98146
June 02 2021	S142175	Jed	Dog	Retriever, Golden		98105
June 02 2021	8029284	Gunner	Dog	Retriever, Golden	Mix	98136
June 02 2021	8008570	Yamyam	Dog	Boxer		98102
June 02 2021	8029286	Frankie	Dog	Xoloitzcuintli		98122
June 02 2021	8029288	Harley	Dog	Mixed Breed, Small (under 24 lbs fully grown)	Mix	98121
June 02 2021	8029289	Hank	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98103
June 02 2021	8017846	Winston	Dog	Retriever, Golden	Mix	98117
June 02 2021	280511	Chewie	Dog	Retriever, Labrador	Poodle, Standard	98136
June 02 2021	8029290	Murphy	Dog	Poodle, Standard		98117
June 02 2021	S156529	Stepfon	Dog	Border Collie		98103
June 02 2021	8029292	Kit	Dog	Alaskan Husky	Alaskan Malamute	98108
June 02 2021	8029293	Finn	Dog	Border Collie	Australian Shepherd	98108
June 02 2021	8029294	Eros	Dog	Poodle, Standard	Rottweiler	98115
June 02 2021	282228	Winston	Dog	Pomeranian	Terrier, Fox, Toy	98136
June 03 2021	8029299	Bromley	Dog	Retriever, Labrador	Mix	98117
June 03 2021	8029301	Summer	Dog	Maltese	Poodle, Miniature	98116
June 03 2021	8016350	Ramsey	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98004
June 03 2021	8029303	Rolo	Dog	Bulldog, French		98144
June 03 2021	8029305	Bear	Dog	Pomeranian		98144
June 03 2021	8007866	Porter	Dog	German Shepherd	Rottweiler	98199
June 03 2021	S131405	Sullivan	Dog	Spaniel, American Cocker	Retriever, Golden	98115
June 03 2021	8029309	Churro	Dog	Chihuahua, Short Coat	Mix	98125
June 03 2021	8018356	Abra	Dog	Doberman Pinscher		98144
June 03 2021	8029312	Gus	Dog	Terrier, Rat	Chihuahua, Short Coat	98109
June 03 2021	8029313	Cooper	Dog	Retriever, Labrador	Chow Chow	98109
June 03 2021	8029314	Kato	Dog	Terrier, American Staffordshire		98102
June 03 2021	8029316	Jack	Dog	Terrier	Mix	98117
June 03 2021	S154132	Nacho	Dog	Welsh Corgi, Pembroke		98177
June 03 2021	8029318	Louis	Dog	Bulldog, French		98178
June 03 2021	8029320	Chip	Dog	Australian Shepherd	Catahoula Leopard dog	98106
June 03 2021	8029324	Nelson	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98109
June 03 2021	212460	Finn	Dog	Retriever, Golden	Poodle, Miniature	98126
June 03 2021	8007809	Turkleton	Dog	Welsh Corgi, Pembroke		98112
June 03 2021	S153586	Dancho	Dog	Chihuahua, Short Coat	Mix	98105
June 03 2021	8029331	Dylan	Dog	Australian Cattle Dog	Mix	98102
June 04 2021	8008604	Kenji	Dog	Terrier, Jack Russell	Chihuahua, Short Coat	98116
June 04 2021	8029334	Mylo	Dog	Siberian Husky	Mix	98126
June 04 2021	8029335	Puck	Dog	Schnauzer, Miniature		98118
June 04 2021	279098	Riley	Dog	Terrier, American Pit Bull	Mix	98115
June 04 2021	8029339	"John Ryan""JR"""	Dog	Shiba Inu		98118
June 04 2021	8029340	Kenai	Dog	Siberian Husky		98199
June 04 2021	8029343	Ezekiel	Dog	Bernese Mountain Dog		98117
June 04 2021	8029344	Murray	Dog	Retriever, Labrador		98117
June 04 2021	8029347	Milo CastroHOward	Dog	German Shepherd	Mix	98116
June 04 2021	S156607	Homer	Dog	Boxer		98108
June 04 2021	8017799	Brinkley	Dog	Dachshund, Standard Smooth Haired	Chihuahua, Short Coat	98115
June 04 2021	S156608	Chee_ko	Dog	Chihuahua, Short Coat	Mix	98106
June 04 2021	8006915	Clark	Dog	Retriever, Labrador	Mix	98122
June 04 2021	281712	Devo	Dog	Whippet		98118
June 04 2021	8029350	Cabbage	Dog	Chihuahua, Short Coat	Dachshund, Standard Smooth Haired	98102
June 04 2021	8029351	Rupert	Dog	Chihuahua, Short Coat		98125
June 04 2021	8029353	Teddy	Dog	Chihuahua, Long Coat	Mix	98125
June 04 2021	8029354	Buddy	Dog	Chihuahua, Short Coat	Pekingese	98125
June 04 2021	8029356	Ponder	Dog	Retriever, Golden		98105
June 04 2021	8029357	Baloo	Dog	Australian Shepherd	Siberian Husky	98108
June 04 2021	8029358	Griffey	Dog	Australian Shepherd	Mix	98122
June 04 2021	8029359	Odin	Dog	Retriever, Labrador	Poodle, Miniature	98115
June 04 2021	8029362	Cooper	Dog	Retriever, Labrador	Mix	98122
June 05 2021	8029363	Luka	Dog	Poodle, Standard	Bernese Mountain Dog	98115
June 05 2021	8029368	Charlie	Dog	Boxer	German Shepherd	98117
June 05 2021	8029370	Cosmo	Dog	Australian Cattle Dog	Mix	98107
June 05 2021	8029371	Beau	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mixed Breed, Large (over 44 lbs fully grown)	98199
June 05 2021	8029372	Keoni	Dog	Chihuahua, Short Coat	Dachshund, Miniature Smooth Haired	98107
June 05 2021	8029374	Dylan	Dog	Chihuahua, Short Coat	Italian Greyhound	98112
June 05 2021	8029375	Bob Martin	Dog	Bulldog, English		98101
June 05 2021	8018188	Kino	Dog	Shiba Inu	Pomeranian	98122
June 05 2021	8018187	Roscoe	Dog	Shiba Inu		98122
June 05 2021	8009355	Fuzzy	Dog	Old English Sheepdog		98118
June 05 2021	8029381	Willie	Dog	Terrier, American Pit Bull	Retriever, Labrador	98115
June 06 2021	S104891	King	Dog	Terrier, American Pit Bull		98144
June 06 2021	278841	Fred	Dog	Schnauzer, Miniature		98117
June 06 2021	359896	Riley	Dog	Retriever, Golden		98144
June 06 2021	8029386	River	Dog	Australian Shepherd		98103
June 06 2021	8029387	Mason	Dog	Shepherd	Mix	98102
June 06 2021	S150463	Barty	Dog	Pug		98126
June 06 2021	S156535	Cooper	Dog	Chihuahua, Short Coat	Mix	98118
June 06 2021	8029391	The Judge	Dog	Papillon	Mix	98118
June 06 2021	359099	Josh	Dog	Retriever, Golden		98136
June 06 2021	S143356	Mr. Clemens	Dog	Maltese		98102
June 06 2021	8029394	Potato	Dog	Bullmastiff	Mix	98133
June 06 2021	8029396	Cooper	Dog	Pomeranian	Poodle, Miniature	98121
June 06 2021	8029398	River	Dog	Alaskan Husky	Mix	98121
June 06 2021	8029399	Charlie	Dog	German Shepherd		98122
June 06 2021	8029400	Jack	Dog	Dachshund, Miniature Smooth Haired		98115
June 06 2021	8005650	Bodhi	Dog	Welsh Corgi, Pembroke		98103
June 06 2021	8029403	Kodo	Dog	Retriever, Golden		98115
June 07 2021	8029404	Ollie	Dog	Cur, Black-Mouth	Mix	98119
June 07 2021	8007632	Hoover	Dog	Welsh Corgi, Pembroke		98118
June 07 2021	8007631	Ghost	Dog	Siberian Husky	Shiba Inu	98118
June 07 2021	8029408	Harvey	Dog	Greyhound		98102
June 07 2021	8008910	Griffin	Dog	Terrier, Boston	Shih Tzu	98133
June 07 2021	S150495	Jack	Dog	Chihuahua, Short Coat	Mix	98109
June 07 2021	8009159	Franklin	Dog	Retriever, Golden	Poodle, Standard	98102
June 07 2021	444669	Paco	Dog	Poodle, Toy		98115
June 07 2021	8007788	Oliver Lightfoot	Dog	Spaniel, American Cocker	Poodle, Standard	98112
June 07 2021	356106	Reggie	Dog	Shih Tzu	Havanese	98115
June 07 2021	283480	Reggie	Dog	Spaniel, English Cocker		98117
June 07 2021	8022924	Dexter	Dog	Maltese	Shih Tzu	98144
June 07 2021	S121501	Julius	Dog	Spaniel	Mix	98118
June 07 2021	8029416	Gendry	Dog	Siberian Husky	Collie, Smooth	98125
June 07 2021	8029417	Leif	Dog	Australian Shepherd	Mix	98103
June 07 2021	8029419	Mercury	Dog	Australian Shepherd, Miniature	Poodle, Standard	98118
June 07 2021	S144700	Dave	Dog	Retriever, Labrador	Mix	98126
June 07 2021	S136865	Rocco	Dog	Coonhound	Treeing Tennessee Brindle	98116
June 07 2021	359651	Huntley	Dog	Retriever, Labrador	Poodle, Standard	98112
June 07 2021	S131562	Loki	Dog	Terrier	Pug	98144
June 07 2021	8029427	Charlie	Dog	Spaniel, Cavalier King Charles		98103
June 07 2021	S132009	Maxwell	Dog	Beagle		98125
June 07 2021	731419	Cooper	Dog	Havanese		98112
June 07 2021	S156537	Milo	Dog	Welsh Corgi, Pembroke		
June 07 2021	8029430	Freddy	Dog	Chihuahua, Short Coat	Mix	98109
June 07 2021	8018474	Manny	Dog	Retriever, Labrador		98105
June 07 2021	8019104	Dexter	Dog	Terrier, Border	Mix	98133
June 07 2021	S156538	Fred	Dog	Pointer	Retriever, Labrador	98136
June 07 2021	8009189	Wicket	Dog	Australian Shepherd	Collie, Smooth	98103
June 07 2021	S148473	Stark	Dog	Chihuahua, Short Coat	Mix	98122
June 07 2021	S156539	Torbjörnen	Dog	Poodle, Standard		98107
June 07 2021	283624	Petey	Dog	Retriever, Labrador	Mix	98106
June 07 2021	S133118	Hurley	Dog	Mix	Mix	98136
June 07 2021	8029433	Beau	Dog	Havanese	Bichon Frise	98103
June 07 2021	8008595	Walter	Dog	Terrier		98121
June 07 2021	8029434	Walter	Dog	Terrier		98121
June 07 2021	S125844	Archibald Wu Weaver	Dog	Retriever, Golden		98112
June 07 2021	8029435	Alpha	Dog	Retriever		98101
June 07 2021	8029437	Thatcher	Dog	Australian Cattle Dog	Mix	98122
June 07 2021	8019216	Franklin	Dog	Retriever, Labrador		98117
June 07 2021	356006	Eddie	Dog	Dachshund, Standard Smooth Haired	Retriever, Golden	98103
June 07 2021	8029442	Zebedee	Dog	Bichon Frise	Poodle, Miniature	98116
June 07 2021	S105280	Sam	Dog	Terrier, Cairn		98105
June 07 2021	358775	Bandit	Dog	Chihuahua, Short Coat	Miniature Pinscher	98144
June 07 2021	8019319	Buzz	Dog	Terrier	Mix	98101
June 07 2021	8029443	Oscar	Dog	Havanese		98105
June 07 2021	358805	Paco	Dog	Havanese		98105
June 07 2021	8029444	Bean	Dog	Shih Tzu		98199
June 07 2021	281549	Robi	Dog	Retriever, Golden		98146
June 07 2021	8019117	Oscar	Dog	Pug		98103
June 07 2021	8019118	Jeffrey	Dog	Pug		98103
June 07 2021	8029445	Mr Bones	Dog	Bernese Mountain Dog	Poodle, Standard	98118
June 07 2021	8019328	Westley	Dog	Poodle, Standard	Retriever	98103
June 07 2021	8008734	Timber	Dog	Schnauzer, Miniature	Terrier	98125
June 07 2021	8029447	Ollie	Dog	Chow Chow		98126
June 07 2021	S126751	Gus	Dog	Retriever, Labrador	Hound	98144
June 07 2021	8029449	Saxxen	Dog	Bulldog, American		98118
June 07 2021	8008550	Walter	Dog	Shepherd	Mix	98118
June 07 2021	731244	Monti	Dog	Bulldog, French		98144
June 07 2021	8029450	Fletcher	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98117
June 07 2021	349421	Monty	Dog	Retriever, Labrador	Dachshund, Standard Smooth Haired	98125
June 07 2021	8029451	Moki	Dog	Mix	Mix	98126
June 07 2021	283320	Boomer	Dog	German Shepherd	Mix	98115
June 07 2021	8029454	Koji	Dog	Shiba Inu		98144
June 07 2021	S144658	Rio	Dog	Retriever, Labrador		98103
June 07 2021	8018903	Howland	Dog	Siberian Husky	Mix	98125
June 07 2021	8018710	Jack	Dog	Siberian Husky	Terrier	98115
June 07 2021	S131951	Rue	Dog	Bulldog, American	Mix	98144
